,Username,Post Date,Content,Like Count,Date,DateDiff(days),Year,hashtags,hashtag_count
287,urban.cafe.hk,2023-03-11,"臘腸💭 ”冇獎勵唔俾影😼”

😍旺角僑建大廈分店開翻喇😍
✔️✔️即係而家旺角一共有兩間分店~~
➡️➡️另一間喺旺角嘅兆萬中心14樓😚
（地下有𨋢直上14樓）😚

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶自己寵物過黎一齊用膳 🍽️🐩🐕‍🦺🌭
仲可以去貓貓區域參觀 🤩

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Threads檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1730 （假期除外）
只需$48-88 🍻

❷ 下午茶
一至五：1430-1730 （假期除外）
只需$32起 🍻

❸ 晚餐
一至五：1800-2200（假期除外）
每人最低消費 💰100

❹ 六日及假期：1200-1730 / 1800-2200
每人最低消費 💰100

🎪 沒有入場費 ✨

——— ——— ———

【 入 場 時 間🕰️ 】

一至五：2小時
六日及假期：2小時

※ 如沒有人等候，可以繼續用餐，沒有額外收費 😺

——— ——— ———

【 外 賣 資 訊🍱 】

外賣自取全單8折 🛍️

——— ———

新設荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭
歡迎帶毛孩黎用餐 🍽️

📍 荔枝角長沙灣道680號麗新商業中心1樓 (~7000呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~70

📍 旺角彌敦道566-568A號僑建大廈2樓 (~1000呎空間)
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 旺角西洋菜南街1N號兆萬中心14樓 (~3500呎空間)
🚦 油麻地A2出口2分鐘步程
☎️ 5969 8549 (WhatsApp)
🐈 ~50

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (~6000呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~70

🕒 每日1200-2200",871,2023-03-11,4.0,2023.0,,0.0
305,urban.cafe.hk,2023-05-08,"URBAN Cafe ® 保持一直以來的
🆓免入場費~ 🆓免每小時收費~ 
黎探貓貓順便食野就ok 😽
所有分店下午茶38-48起~ 只限weekday!
歡迎網上訂座或walk in 😻

荔枝角店『 7×××呎 』
觀塘店『 4×××呎 』
旺角兆萬中心店『 3×××呎 』
旺角僑建大廈店 『 裝修進行中 』

所有分店都可以使用消費券 🍻
▨ Tap & Go 💳
▨ BoC Pay 📱
▨ 八達通 ♾️
▨ AlipayHK 📱
▨ WeChat Pay 📱
▨ PayMe 📱

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶埋自己既寵物過黎 🐩🐕‍🦺🌭
#消費券OK 🍻

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Threads檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 外 賣 資 訊🍱 】

外賣速遞 / 外賣自取
❶ inline (推廣期內全單7折 🈹)
❷ foodpanda 

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1700 （假期除外）
每惠顧4份午餐，即送滋味小食或甜品1份 ！🍗

❷ 下午茶
一至五：1430-1700 （假期除外）
只需$38-48起 ！🍻

❸ 晚餐
一至五：1800-2200（假期除外）
19:30前離座，享有全單8折優惠 ！🍻
20:30後入座，享有全單8折優惠 ！🍻

❹ 六日及假期：1200-1700 / 1800-2200
20:30後入座，享有全單8折優惠 ！🍻

——— ——— ———

【 入 場 時 間🕰️ 】

※ 非繁忙時間不設限時！

一至五：2小時 （假期除外）
六日及假期：90分鐘

(餐廳會按照實際狀況保留最終決定權🙇🏻)

——— ———

𝓝𝓮𝔀:
荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭

📍 荔枝角長沙灣道680號麗新商業中心1樓 (7×××呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~60

📍 旺角彌敦道566-568A號僑建大廈2樓（暫停營業）
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 旺角西洋菜南街1N號兆萬中心14樓 (3×××呎空間)
🚦 油麻地A2出口2分鐘步程
☎️ 5969 8549 (WhatsApp)
🐈 ~45

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (4×××呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~60

🕒 每日1200-2200",855,2023-05-08,58.0,2023.0,['#消費券OK'],1.0
282,urban.cafe.hk,2023-05-12,"所有分店歡迎訂座或walk in😺

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶自己寵物過黎一齊用膳 🍽️🐩🐕‍🦺🌭
仲可以去貓貓區域參觀 🤩

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Threads檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1730 （假期除外）
只需$48-88 🍻

❷ 下午茶
一至五：1430-1730 （假期除外）
只需$32起 🍻

❸ 晚餐
一至五：1800-2200（假期除外）
每人最低消費 💰100

❹ 六日及假期：1200-1730 / 1800-2200
每人最低消費 💰100

🎪 沒有入場費 ✨

——— ——— ———

【 入 場 時 間🕰️ 】

一至五：2小時
六日及假期：2小時

※ 如沒有人等候，可以繼續用餐，沒有額外收費 😺

——— ——— ———

【 外 賣 資 訊🍱 】

外賣自取全單8折 🛍️

——— ———

新設荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭
歡迎帶毛孩黎用餐 🍽️

📍 荔枝角長沙灣道680號麗新商業中心1樓 (~7000呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~70

📍 旺角彌敦道566-568A號僑建大廈2樓 (~1000呎空間)
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 旺角西洋菜南街1N號兆萬中心14樓 (~3500呎空間)
🚦 油麻地A2出口2分鐘步程
☎️ 5969 8549 (WhatsApp)
🐈 ~50

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (~6000呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~70

🕒 每日1200-2200",249,2023-05-12,4.0,2023.0,,0.0
351,urban.cafe.hk,2023-06-01,"最新優惠😻👇🏻 免入場費,免每小時收費

2023年第1個Post😼
等我派最靚仔嘅年糕出黎♪( ´▽｀)

——— ——— ———

任 何 時 間 歡 迎 隨 時 walk in ！🏃🏻

【 訂 位 資 訊🌟 】
❶ Instagram檔案撳條「 link 」
❷ Facebook撳「使用應用程式 」
❸ Google Maps撳「 訂位 」

【 外 賣 資 訊🏃🏻 】外賣速遞 / 外賣自取
❶ inline (推廣期內全單7折 🈹)
❷ foodpanda 

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】
❶ 午餐（每兩星期更新）
1200-1715 ｜ Weekday（except Holiday）
每4人同行惠顧午餐，即送滋味小食或甜品1份 ！🈹

❷ 下午茶
1430-1715 ｜ Weekday（except Holiday）

❸ 晚餐
1800-2200 ｜ Weekday （except Holiday）
19:30前離座，享有全單8折優惠 ！🈹
20:30後入座，享有全單8折優惠 ！🈹

❹ 六日 / 假期
1200-2200 ｜ Weekend & Holiday 
20:30後入座，享有全單8折優惠 ！🈹

【 入 場 時 間🏡 】
２hours｜ Weekday（except Holiday）
1.５hours ｜ Weekend & Holiday
※ 若現場沒有其他等候的客人則沒有時限。
（餐廳會按照實際狀況保留最終決定權）

——— ———

📍 觀塘開源道62號駱駝漆大廈第1座6樓
（觀塘B1出口1分鐘步程）
🕛 1200-2200
☎️ 5307 3636
🐈 ~60

📍 旺角彌敦道566-568A號僑建大廈2樓
（油麻地A2出口1分鐘步程）
🕛 1200-2200
☎️ 6832 6990
🐈 ~45",1277,2023-06-01,20.0,2023.0,,0.0
335,urban.cafe.hk,2023-06-03,"𝙒𝙚 𝙖𝙧𝙚 𝙤𝙥𝙚𝙣𝙞𝙣𝙜 𝙣𝙤𝙬!
荔枝角佔地6700呎 ！🐈
保持一直以來的免入場費~ 免每小時收費~ 🆓
黎探貓貓順便食野就ok喇 😽
所有分店下午茶38-58起~ 只限weekday!
歡迎網上訂座或walk in 😻

※免入場費 🎪
※免每小時收費 🎪

——— ——— ———

【 訂 座 資 訊🌟 】
任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 外 賣 資 訊🍱 】

外賣速遞 / 外賣自取
❶ inline (推廣期內全單7折 🈹)
❷ foodpanda 

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】
❶ 午餐（每兩星期更新）
一至五：1200-1715 （假期除外）
每惠顧4份午餐，即送滋味小食或甜品1份 ！🍗

❷ 下午茶
一至五：1430-1715 （假期除外）

❸ 晚餐
一至五：1800-2200（假期除外）
19:30前離座，享有全單8折優惠 ！🍻
20:30後入座，享有全單8折優惠 ！🍻

❹ 六日及假期：1200-2200
20:30後入座，享有全單8折優惠 ！🍻

——— ——— ———

【 入 場 時 間🕰️ 】
一至五：2小時 （假期除外）
六日及假期：90分鐘
※ 非繁忙時間不設限時！
(餐廳會按照實際狀況保留最終決定權)

——— ———

🕒 每日1200-2200

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~60

📍 旺角彌敦道566-568A號僑建大廈2樓
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 觀塘開源道62號駱駝漆大廈第1座6樓
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~60",365,2023-06-03,2.0,2023.0,,0.0
324,urban.cafe.hk,2023-06-05,"🫶🏻

所有分店都可以使用消費券 🍻
▨ Tap & Go 💳
▨ 八達通 ♾
▨ AlipayHK 📱
▨ WeChat Pay 📱
▨ PayMe 📱

歡迎大家網上訂座或walk in ！🚶🏻

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶埋自己既寵物過黎 🐩🐕‍🦺🌭

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 外 賣 資 訊🍱 】

外賣速遞 / 外賣自取
❶ inline (推廣期內全單7折 🈹)
❷ foodpanda 

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1715 （假期除外）
每惠顧4份午餐，即送滋味小食或甜品1份 ！🍗

❷ 下午茶
一至五：1430-1715 （假期除外）
只需$38-48起 ！🍻

❸ 晚餐
一至五：1800-2200（假期除外）
19:30前離座，享有全單8折優惠 ！🍻
20:30後入座，享有全單8折優惠 ！🍻

❹ 六日及假期：1200-1700 / 1800-2200
20:30後入座，享有全單8折優惠 ！🍻

——— ——— ———

【 入 場 時 間🕰️ 】

※ 非繁忙時間不設限時！

一至五：2小時 （假期除外）
六日及假期：90分鐘

(餐廳會按照實際狀況保留最終決定權🙇🏻)

——— ———

𝓝𝓮𝔀:
荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭
荔枝角URBAN Cafe ®️新分店 (7000呎空間)

📍 荔枝角長沙灣道680號麗新商業中心1樓 (7000呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~60

📍 旺角彌敦道566-568A號僑建大廈2樓
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (4000呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~60

🕒 每日1200-2200",1301,2023-06-05,2.0,2023.0,,0.0
350,urban.cafe.hk,2023-07-01,"最新優惠😻👇🏻 免入場費,免每小時收費 

2023年第2個Post😼
今次派第2靚仔既忌廉出黎o(｀ω´ )o

——— ——— ———

任 何 時 間 歡 迎 隨 時 walk in ！🏃🏻

【 訂 位 資 訊🌟 】
❶ Instagram檔案撳條「 link 」
❷ Facebook撳「使用應用程式 」
❸ Google Maps撳「 訂位 」

【 外 賣 資 訊🏃🏻 】外賣速遞 / 外賣自取
❶ inline (推廣期內全單7折 🈹)
❷ foodpanda 

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】
❶ 午餐（每兩星期更新）
1200-1715 ｜ Weekday（except Holiday）
每4人同行惠顧午餐，即送滋味小食或甜品1份 ！🈹

❷ 下午茶
1430-1715 ｜ Weekday（except Holiday）

❸ 晚餐
1800-2200 ｜ Weekday （except Holiday）
19:30前離座，享有全單8折優惠 ！🈹
20:30後入座，享有全單8折優惠 ！🈹

❹ 六日 / 假期
1200-2200 ｜ Weekend & Holiday 
20:30後入座，享有全單8折優惠 ！🈹

【 入 場 時 間🏡 】
２hours｜ Weekday（except Holiday）
1.５hours ｜ Weekend & Holiday
※ 若現場沒有其他等候的客人則沒有時限。
（餐廳會按照實際狀況保留最終決定權）

——— ———

📍 觀塘開源道62號駱駝漆大廈第1座6樓
（觀塘B1出口1分鐘步程）
🕛 1200-2200
☎️ 5307 3636
🐈 ~60

📍 旺角彌敦道566-568A號僑建大廈2樓
（油麻地A2出口1分鐘步程）
🕛 1200-2200
☎️ 6832 6990
🐈 ~45",397,2023-07-01,26.0,2023.0,,0.0
342,urban.cafe.hk,2023-07-02,"任 何 時 間 歡 迎 隨 時 walk in ！🏃🏻

【 訂 位 資 訊🌟 】
❶ Instagram檔案撳條「 link 」
❷ Facebook撳「使用應用程式 」
❸ Google Maps撳「 訂位 」

【 外 賣 資 訊🏃🏻 】外賣速遞 / 外賣自取
❶ inline (推廣期內全單7折 🈹)
❷ foodpanda 

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】
❶ 午餐（每兩星期更新）
1200-1715 ｜ Weekday（except Holiday）
每4人同行惠顧午餐，即送滋味小食或甜品1份 ！🈹

❷ 下午茶
1430-1715 ｜ Weekday（except Holiday）

❸ 晚餐
1800-2200 ｜ Weekday （except Holiday）
19:30前離座，享有全單8折優惠 ！🈹
20:30後入座，享有全單8折優惠 ！🈹

❹ 六日 / 假期
1200-2200 ｜ Weekend & Holiday 
20:30後入座，享有全單8折優惠 ！🈹

【 入 場 時 間🏡 】
２hours｜ Weekday（except Holiday）
1.５hours ｜ Weekend & Holiday
※ 若現場沒有其他等候的客人則沒有時限。
（餐廳會按照實際狀況保留最終決定權）

——— ———

📍 觀塘開源道62號駱駝漆大廈第1座6樓
（觀塘B1出口1分鐘步程）
🕛 1200-2200
☎️ 5307 3636
🐈 ~60

📍 旺角彌敦道566-568A號僑建大廈2樓
（油麻地A2出口1分鐘步程）
🕛 1200-2200
☎️ 6832 6990
🐈 ~45",334,2023-07-02,1.0,2023.0,,0.0
293,urban.cafe.hk,2023-07-10,"URBAN Cafe所有分店是全港唯一持有合法食肆牌照的貓貓餐廳 🍕🍝
所有分店都有安全食物供應 🍽️
合法堂食，沒有入場費 🚫
過嚟食嘢順便可以探貓貓♪( ´▽｀)

僑建大廈分店暫停營業（裝修中）
其他分店都正常營業😺
20:30後入座享有全單8折🍻
歡迎訂座或Walk in ♪( ´▽｀)

——— ——— ———

【 𝓝𝓮𝔀𝓼 🗞️ 】

荔枝角新增𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 🎪
主人可以帶埋自己既寵物過黎 🐩🐕‍🦺🌭
#消費券OK 🍻

📍 荔枝角長沙灣道680號麗新商業中心1樓
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)

@urban.cafe.hk.petfriendly 

——— ——— ———

【 訂 座 資 訊🌟 】

任 何 時 間 歡 迎 隨 時 walk in ！🚶🏻

網 上 訂 座：
Instagram檔案撳條「 link 」
Threads檔案撳條「 link 」
Facebook撳「使用應用程式 」
Google Maps撳「 訂位 」

——— ——— ———

【 外 賣 資 訊🍱 】

外賣速遞 / 外賣自取
❶ inline (推廣期內全單7折 🈹)
❷ foodpanda 

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】

❶ 午餐（每兩星期更新）
一至五：1200-1700 （假期除外）
每惠顧4份午餐，即送滋味小食或甜品1份 ！🍗

❷ 下午茶
一至五：1430-1700 （假期除外）
只需$38-48起 ！🍻

❸ 晚餐
一至五：1800-2200（假期除外）
19:30前離座，享有全單8折優惠 ！🍻
20:30後入座，享有全單8折優惠 ！🍻

❹ 六日及假期：1200-1700 / 1800-2200
20:30後入座，享有全單8折優惠 ！🍻

——— ——— ———

【 入 場 時 間🕰️ 】

※ 非繁忙時間不設限時！

一至五：2小時 （假期除外）
六日及假期：90分鐘

(餐廳會按照實際狀況保留最終決定權🙇🏻)

——— ———

𝓝𝓮𝔀:
荔枝角『 全室內𝑷𝒆𝒕 𝒇𝒓𝒊𝒆𝒏𝒅𝒍𝒚 𝒄𝒂𝒇𝒆 』🐩🐕‍🦺🌭

📍 荔枝角長沙灣道680號麗新商業中心1樓 (7×××呎空間)
🚦 荔枝角B1出口3分鐘步程
☎️ 9049 9929 (WhatsApp)
🐈 ~60

📍 旺角彌敦道566-568A號僑建大廈2樓 (1×××呎空間)
🚦 油麻地A2出口1分鐘步程
☎️ 6832 6990 (WhatsApp)
🐈 ~45

📍 旺角西洋菜南街1N號兆萬中心14樓 (3×××呎空間)
🚦 油麻地A2出口2分鐘步程
☎️ 5969 8549 (WhatsApp)
🐈 ~45

📍 觀塘開源道62號駱駝漆大廈第1座6樓 (4×××呎空間)
🚦 觀塘B1出口1分鐘步程
☎️ 5307 3636 (WhatsApp)
🐈 ~60

🕒 每日1200-2200",639,2023-07-10,8.0,2023.0,['#消費券OK'],1.0
349,urban.cafe.hk,2023-08-01,"最新優惠😻👇🏻 免入場費,免每小時收費

黎多張年糕😼

——— ——— ———

任 何 時 間 歡 迎 隨 時 walk in ！🏃🏻

【 訂 位 資 訊🌟 】
❶ Instagram檔案撳條「 link 」
❷ Facebook撳「使用應用程式 」
❸ Google Maps撳「 訂位 」

【 外 賣 資 訊🏃🏻 】外賣速遞 / 外賣自取
❶ inline (推廣期內全單7折 🈹)
❷ foodpanda 

——— ——— ———

【 餐 牌 供 應👨🏻‍🍳 】
❶ 午餐（每兩星期更新）
1200-1715 ｜ Weekday（except Holiday）
每4人同行惠顧午餐，即送滋味小食或甜品1份 ！🈹

❷ 下午茶
1430-1715 ｜ Weekday（except Holiday）

❸ 晚餐
1800-2200 ｜ Weekday （except Holiday）
19:30前離座，享有全單8折優惠 ！🈹
20:30後入座，享有全單8折優惠 ！🈹

❹ 六日 / 假期
1200-2200 ｜ Weekend & Holiday 
20:30後入座，享有全單8折優惠 ！🈹

【 入 場 時 間🏡 】
２hours｜ Weekday（except Holiday）
1.５hours ｜ Weekend & Holiday
※ 若現場沒有其他等候的客人則沒有時限。
（餐廳會按照實際狀況保留最終決定權）

——— ———

📍 觀塘開源道62號駱駝漆大廈第1座6樓
（觀塘B1出口1分鐘步程）
🕛 1200-2200
☎️ 5307 3636
🐈 ~60

📍 旺角彌敦道566-568A號僑建大廈2樓
（油麻地A2出口1分鐘步程）
🕛 1200-2200
☎️ 6832 6990
🐈 ~45",1188,2023-08-01,22.0,2023.0,,0.0
